number0,system_nam,owner_type,d_prin_cit,d_prin_cnt,d_fed_prim,d_populati,d_ttl_stor,d_pws_fed_,has_nmdwb_data,num_gw_facilities,has_gw_facilities_ind,num_sw_gu_facilities,num_sw_facilities,num_gu_facilities,has_sw_facilities_ind,has_gu_facilities_ind,surface_ground_facility_type,surf_wtr_ratio_if_spws,surf_wtr_pur_ratio_if_spws,grnd_wtr_udi_ratio_if_spws,grnd_wtr_udi_purch_if_spws,surface_pws,surface_ratio_if_spws,has_source_ratio_surface_pws,mhi_2010,has_mhi_data,has_drinking_water_data,ratio_pws_mhi_over_state_mhi,disadvantage_status_type,total_intakes,sw_intakes,gw_intakes,gu_intakes,total_gu_sw_intakes,alternative_intakes,impacted_sw_intakes,impacted_gu_intakes,impacted_gu_sw_water_intakes,ratio_impacted_gu_sw_over_all,ratio_gu_sw_impacted_over_gu_sw,has_surface_intake_geo_info,seller_number0_1,seller_system_name_1,seller_pop_1,seller_number0_2,seller_system_name_2,seller_pop_2,surfacepurchaser_status,has_surfacepurchase_data,wotus2020_dwv_index,seller_wotus2020_dwv_index_1,seller_wotus2020_dwv_index_2,index_summary
NM3526033,BIBO MUTUAL DOMESTIC WATER ASSOC,L,BIBO,CIBOLA,GW,215.0,50000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,51154.8,Yes,Yes,1.0644166,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3526133,GRANTS DOMESTIC WATER SYSTEM,L,GRANTS,CIBOLA,GW,8700.0,6500000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,35949.2,Yes,Yes,.7480222,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3526204,CIMARRON WATER SYSTEM,L,CIMARRON,COLFAX,SW,969.0,490000.0,C,Yes,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Surface,100.0,0.0,0.0,0.0,1.0,100.0,1.0,41074,Yes,Yes,.85465783,Disadvantaged,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,No,6.0,,,Direct Impact with No Alternative Sources of Water
NM3526404,MAXWELL WATER SYSTEM,L,MAXWELL,COLFAX,GW,354.0,865000.0,C,Yes,6.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,41001.1,Yes,Yes,.85314095,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3526504,MIAMI WATER USERS ASSOCIATION,L,MIAMI,COLFAX,SW,135.0,195000.0,C,Yes,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Surface,100.0,0.0,0.0,0.0,1.0,100.0,1.0,41074,Yes,Yes,.85465783,Disadvantaged,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,No,6.0,,,Direct Impact with No Alternative Sources of Water
NM3526604,SPRINGER WATER SYSTEM,L,SPRINGER,COLFAX,SW,1363.0,650000.0,C,Yes,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Surface,100.0,0.0,0.0,0.0,1.0,100.0,1.0,41074,Yes,Yes,.85465783,Disadvantaged,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,No,6.0,,,Direct Impact with No Alternative Sources of Water
NM3526704,CITY OF RATON/RATON WATER WORKS,L,RATON,COLFAX,SW,9733.0,7410000.0,C,Yes,0.0,0.0,3.0,3.0,0.0,1.0,0.0,Surface,100.0,0.0,0.0,0.0,1.0,100.0,1.0,31784.5,Yes,Yes,.66136414,Severely Disadvantaged,5.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,1.0,1.0,1.0,,,,,,,,No,7.0,,,Direct Impact with No Alternative Sources of Water
NM3526804,ANGEL NEST APARTMENTS,P,ANGEL FIRE,COLFAX,GW,60.0,10000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,41074,Yes,Yes,.85465783,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3526811,MOSQUERO WATER SYSTEM,L,MOSQUERO,HARDING,GW,293.0,105000.0,C,Yes,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,30875,Yes,Yes,.64243948,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3526911,ROY (VILLAGE OF),L,ROY,HARDING,GW,463.0,150000.0,C,Yes,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,30875,Yes,Yes,.64243948,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3526920,LOGAN WATER SYSTEM,L,LOGAN,QUAY,GW,2840.0,616000.0,C,Yes,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,32813,Yes,Yes,.68276495,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3527031,CLAYTON MUNICIPAL SUPPLY,L,CLAYTON,UNION,GW,3250.0,1850000.0,C,Yes,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,37936,Yes,Yes,.78936309,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3527131,DES MOINES WATER SYSTEM,L,DES MOINES,UNION,GW,210.0,212000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,37936,Yes,Yes,.78936309,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3527231,GRENVILLE WATER SYSTEM,L,GRENVILLE,UNION,GW,38.0,23000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,37936,Yes,Yes,.78936309,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3527305,EPCOR WATER NEW MEXICO INC  CLOVIS,P,CLOVIS,CURRY,GW,42976.0,11550000.0,C,Yes,81.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3527405,GRADY WATER SYSTEM,L,GRADY,CURRY,GW,207.0,200000.0,C,Yes,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,76635,Yes,Yes,1.5946025,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3527505,MELROSE WATER SYSTEM,L,MELROSE,CURRY,GW,1268.0,620252.0,C,Yes,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,48333,Yes,Yes,1.0057013,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3527605,TEXICO WATER SYSTEM,L,TEXICO,CURRY,GW,1229.0,279000.0,C,Yes,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,48468,Yes,Yes,1.0085104,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3527706,FORT SUMNER MUNICIPAL WATER SYSTEM,L,FORT SUMNER,DE BACA,GW,1668.0,1000000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,31028,Yes,Yes,.64562309,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3527920,SAN JON WATER SUPPLY,L,SAN JON,QUAY,GWP,453.0,723000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,32813,Yes,Yes,.68276495,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3528020,TUCUMCARI WATER SYSTEM,L,TUCUMCARI,QUAY,GW,7124.0,7092855.0,C,Yes,10.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,27080.3,Yes,Yes,.56348032,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3528122,CAUSEY  WATER SYSTEM,L,CAUSEY,ROOSEVELT,GW,90.0,38700.0,C,Yes,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,50174,Yes,Yes,1.0440084,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3528222,DORA WATER SYSTEM,L,DORA,ROOSEVELT,GW,161.0,98940.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,50174,Yes,Yes,1.0440084,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3528322,ELIDA WATER SYSTEM,L,ELIDA,ROOSEVELT,GW,330.0,177000.0,C,Yes,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,48566.4,Yes,Yes,1.0105579,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3528422,FLOYD WS VILLAGE OF,L,FLOYD,ROOSEVELT,GW,109.0,169000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,48500,Yes,Yes,1.0091763,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3528522,PORTALES WATER SYSTEM,L,PORTALES,ROOSEVELT,GW,14067.0,9250000.0,C,Yes,45.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,40582.3,Yes,Yes,.84442663,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3528616,DEMING MUNICIPAL WATER SYSTEM,L,DEMING,LUNA,GW,14793.0,4000000.0,C,Yes,9.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,27859.1,Yes,Yes,.57968539,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3528707,NEW MEXICO STATE UNIVERSITY,S,LAS CRUCES,DONA ANA,GW,24302.0,9000000.0,C,Yes,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3529007,GARFIELD MDWCA,L,GARFIELD,DONA ANA,GW,2519.0,830000.0,C,Yes,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3529107,LAS ALTURAS ESTATES (LCU),P,LAS CRUCES,DONA ANA,GW,612.0,175000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3529207,LAKE SECTION WATER COMPANY,P,CHAPARRAL,DONA ANA,GW,12079.0,1440000.0,C,Yes,7.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3529421,VELARDE MDWCA,L,VELARDE,RIO ARRIBA,GW,543.0,180000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,35040,Yes,Yes,.7291038,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3530224,LEE ACRES WATER USERS ASSOCIATION,L,BLOOMFIELD,SAN JUAN,SWP,5078.0,800000.0,C,Yes,0.0,0.0,4.0,4.0,0.0,1.0,0.0,Surface,,,,,0.0,,1.0,43687.8,Yes,Yes,.90904516,Disadvantaged,,,,,,,,,,,,0.0,NM3500624,LEE/HAMMOND WATER TREATMENT PLANT CO-OP,0.0,,,,A,Yes,6.0,6.0,,Direct Impact with No Alternative Sources of Water
NM3530414,ALTO MOUNTAIN VILLAGE,P,ALTO,LINCOLN,GW,172.0,70600.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,41794,Yes,Yes,.8696394,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3530504,PHILMONT BOY SCOUT RANCH - HEADQUARTERS,P,,COLFAX,SW,2000.0,1000000.0,C,Yes,3.0,1.0,1.0,1.0,0.0,1.0,0.0,Surface and Ground,85.0,0.0,0.0,0.0,1.0,85.0,1.0,,No,Yes,,,4.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.25,1.0,1.0,,,,,,,,No,3.0,,,Direct Impact with Alternative Sources of Water
NM3530608,ARTESIA RURAL WATER COOPERATIVE,P,ARTESIA,EDDY,GW,1941.0,750000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,62050.7,Yes,Yes,1.2911359,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3530827,ELEPHANT BUTTE WATER SYSTEM,L,ELEPHANT BUTTE,SIERRA,GW,2937.0,400175.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,43669,Yes,Yes,.90865397,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3531001,WESTERN TERRACE,P,ALBUQUERQUE,BERNALILLO,GW,76.0,22000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,35263,Yes,Yes,.73374397,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3531207,SAN ANDRES ESTATES WATER SYSTEM (LCU),P,LAS CRUCES,DONA ANA,GW,707.0,0.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3531524,BLANCO MDWCA,L,BLANCO,SAN JUAN,SWP,1140.0,380000.0,C,Yes,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Surface,,,,,0.0,,1.0,52989.7,Yes,Yes,1.1025968,Non-Disadvantaged,,,,,,,,,,,,0.0,NM3510124,BLOOMFIELD WATER SUPPLY SYSTEM,7090.0,,,,A,Yes,5.0,5.0,,Direct Impact with No Alternative Sources of Water
NM3531623,PENA BLANCA WATER & SANITATION DISTRICT,L,PENA BLANCA,SANDOVAL,GW,448.0,70000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,39668.2,Yes,Yes,.82540625,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3531804,VILLAGE OF EAGLE NEST,L,EAGLE NEST,COLFAX,GW,568.0,200000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,41074,Yes,Yes,.85465783,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3531904,VILLAGE OF ANGEL FIRE,L,ANGEL FIRE,COLFAX,GW,6045.0,2917500.0,C,Yes,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,41074,Yes,Yes,.85465783,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3532032,MEADOW LAKE WATER SYSTEM,P,LOS LUNAS,VALENCIA,GW,2656.0,250000.0,C,Yes,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,26439.9,Yes,Yes,.55015504,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3532517,BLOCK A WELL CO-OP,P,GALLUP,MCKINLEY,GW,92.0,5000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,38640,Yes,Yes,.80401176,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3532617,TOP OF THE WORLD WATER ASSOCIATION CORP,P,CONTINENTAL DIVIDE,MCKINLEY,GW,150.0,24000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,66280,Yes,Yes,1.3791381,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3532717,YAH TA HEY W & SD,L,YATAHEY,MCKINLEY,GW,508.0,156000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,29347,Yes,Yes,.61064523,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3533021,LYBROOK MDWCA,L,NAGEEZI,RIO ARRIBA,GW,175.0,100000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,33950,Yes,Yes,.70642334,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3533126,LAMY MUTUAL DOMESTIC WATER ASSOCIATION,L,LAMY,SANTA FE,GW,132.0,75000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,82782.39999999991,Yes,Yes,1.7225161,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3533223,PONDEROSA MDWCA,L,PONDEROSA,SANDOVAL,GU,350.0,96000.0,C,Yes,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Surface,100.0,0.0,0.0,0.0,1.0,100.0,1.0,43857.1,Yes,Yes,.91256791,Disadvantaged,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,No,6.0,,,Direct Impact with No Alternative Sources of Water
NM3533329,VILLAGE OF TAOS SKI VALLEY,L,TAOS SKI VALLEY,TAOS,GW,1025.0,500000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,37996,Yes,Yes,.79061157,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3533426,RIO EN MEDIO MDWCA,L,TESUQUE,SANTA FE,GW,130.0,25000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,47302,Yes,Yes,.98424852,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3533526,CUATRO VILLAS MDWCA,L,ESPANOLA,SANTA FE,GWP,420.0,670000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,36024.8,Yes,Yes,.74959528,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3533814,SUN VALLEY WATER AND SANITATION DISTRICT,P,ALTO,LINCOLN,GW,560.0,120000.0,C,Yes,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,41794,Yes,Yes,.8696394,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3533914,BONITA PARK NAZARENE CONFERENCE CENTER,P,CAPITAN,LINCOLN,GW,435.0,56000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3534619,ROBINHOOD WATER USERS ASSOCIATION,P,CLOUDCROFT,OTERO,GW,407.0,93000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,53979,Yes,Yes,1.1231819,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3535021,ALCALDE MDWCA,L,ALCALDE,RIO ARRIBA,GW,904.0,820000.0,C,Yes,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,35297.6,Yes,Yes,.73446387,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3535123,ALGODONES WUA,L,ALGODONES,SANDOVAL,GW,411.0,21700.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,49286,Yes,Yes,1.0255312,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3535223,CANON MDWCA,L,CANON,SANDOVAL,GW,320.0,125000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,41005,Yes,Yes,.85322207,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3535320,NARA VISA MDWCA,L,NARA VISA,QUAY,GW,59.0,25000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,32813,Yes,Yes,.68276495,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3535518,UPPER HOLMAN MDWCA,L,HOLMAN,MORA,GW,325.0,50000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,26968,Yes,Yes,.56114358,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3535618,SAN ANTONIO DE CLEVELAND MDWCA,L,CLEVELAND,MORA,GW,269.0,55000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,26968,Yes,Yes,.56114358,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3536126,VISTA REDONDA MDWCA,L,TESUQUE,SANTA FE,GW,132.0,93000.0,C,Yes,6.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,50250,Yes,Yes,1.0455898,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3536221,EL RITO CANYON MDWCA,L,EL RITO,RIO ARRIBA,GW,300.0,120000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,,No,Yes,,,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3536724,NAVAJO DAM DOMESTIC WATER CONSUMERS INC,L,NAVAJO DAM,SAN JUAN,SW,538.0,88000.0,C,Yes,0.0,0.0,2.0,2.0,0.0,1.0,0.0,Surface,100.0,0.0,0.0,0.0,1.0,100.0,1.0,57077.6,Yes,Yes,1.1876569,Non-Disadvantaged,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,,,,,,,,No,5.0,,,Direct Impact with No Alternative Sources of Water
NM3536907,ALTO DE LAS FLORES MDWCA,L,SAN MIGUEL,DONA ANA,GW,800.0,75132.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,32222,Yes,Yes,.67046756,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3537113,MONUMENT MDWCA,L,MONUMENT,LEA,GW,279.0,120000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,70000,Yes,Yes,1.456543,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3537219,PINON MDWCA,L,PINON,OTERO,GW,100.0,113000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,19500.9,Yes,Yes,.40577,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3537326,ELDORADO AREA WATER AND SANITATION DIST.,L,SANTA FE,SANTA FE,GW,7350.0,2475000.0,C,Yes,10.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,73193.3,Yes,Yes,1.5229884,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3537526,LA CIENEGA MDWCA,L,SANTA FE,SANTA FE,GW,525.0,60000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,93142.7,Yes,Yes,1.9380907,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3538309,TYRONE MDWCA,L,TYRONE,GRANT,GW,70.0,18200.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,49087,Yes,Yes,1.0213903,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3539307,ALAMEDA ACRES MHP,P,LAS CRUCES,DONA ANA,GW,285.0,4000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,32219,Yes,Yes,.67040515,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3539407,SUMMER WIND MOBILE HOME PARK,P,MESILLA PARK,DONA ANA,GW,476.0,15000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,45635,Yes,Yes,.94956201,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3539607,VILLA DEL SOL MOBILE HOME PARK,P,LAS CRUCES,DONA ANA,GW,528.0,53000.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,45635,Yes,Yes,.94956201,Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3539807,LAS CRUCES MOBILE HOME PARK,P,LAS CRUCES,DONA ANA,GW,166.0,0.0,C,Yes,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,31329,Yes,Yes,.65188622,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3540007,ST JOHNS MHP,P,LAS CRUCES,DONA ANA,GW,490.0,0.0,C,Yes,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,32219,Yes,Yes,.67040515,Severely Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
NM3540307,COVERED WAGON MOBILE HOME MANOR,P,LAS CRUCES,DONA ANA,GW,105.0,10000.0,C,Yes,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ground,,,,,0.0,,1.0,48980.9,Yes,Yes,1.0191827,Non-Disadvantaged,,,,,,,,,,,,0.0,,,,,,,,No,1.0,,,No Direct Impact
